"Borough","Hour","Date","Cars_And_Taxis","Motorbikes","Buses_and_Coaches","LGVs","HGVs","All_Vehicles"
"Ealing","11:00:00","2018-04-17",412,19,18,71,15,535
"Enfield","11:00:00","2018-04-17",601,12,28,146,19,806
"Hillingdon","11:00:00","2018-04-17",999,13,12,199,26,1249
"Merton","11:00:00","2018-04-17",930,24,36,206,39,1235
"Redbridge","11:00:00","2018-04-17",838,13,10,144,9,1014
"Waltham Forest","11:00:00","2018-04-17",329,11,13,90,15,458
"Brent","12:00:00","2018-04-17",364,13,14,75,13,479
"Ealing","12:00:00","2018-04-17",394,40,19,73,11,537
"Enfield","12:00:00","2018-04-17",682,12,33,151,17,895
"Hillingdon","12:00:00","2018-04-17",1085,16,9,187,37,1334
"Merton","12:00:00","2018-04-17",1060,22,35,209,44,1370
"Redbridge","12:00:00","2018-04-17",968,13,8,164,16,1169
"Waltham Forest","12:00:00","2018-04-17",305,13,14,110,27,469
"Brent","13:00:00","2018-04-17",383,14,14,82,15,508
"Ealing","13:00:00","2018-04-17",480,49,15,55,10,609
"Enfield","13:00:00","2018-04-17",627,25,28,104,26,810
"Hillingdon","13:00:00","2018-04-17",1025,14,9,202,36,1286
"Merton","13:00:00","2018-04-17",1080,25,36,206,50,1397
"Redbridge","13:00:00","2018-04-17",1000,22,7,151,12,1192
"Waltham Forest","13:00:00","2018-04-17",337,17,13,71,17,455
"Brent","14:00:00","2018-04-17",343,15,10,64,9,441
"Ealing","14:00:00","2018-04-17",460,29,22,61,6,578
"Enfield","14:00:00","2018-04-17",678,18,33,109,19,857
"Hillingdon","14:00:00","2018-04-17",1149,10,9,185,33,1386
"Merton","14:00:00","2018-04-17",1142,30,34,212,43,1461
"Redbridge","14:00:00","2018-04-17",874,16,9,140,12,1051
"Waltham Forest","14:00:00","2018-04-17",386,21,14,75,13,509
"Brent","15:00:00","2018-04-17",358,15,12,69,12,466
"Ealing","15:00:00","2018-04-17",488,27,15,76,7,613
"Enfield","15:00:00","2018-04-17",664,30,31,114,17,856
"Hillingdon","15:00:00","2018-04-17",1288,16,16,235,26,1581
"Merton","15:00:00","2018-04-17",1273,31,37,241,25,1607
"Redbridge","15:00:00","2018-04-17",1189,27,10,141,14,1381
"Waltham Forest","15:00:00","2018-04-17",385,30,9,102,21,547
"Brent","16:00:00","2018-04-17",497,19,13,74,7,610
"Ealing","16:00:00","2018-04-17",612,38,15,60,1,726
"Enfield","16:00:00","2018-04-17",707,34,28,107,18,894
"Hillingdon","16:00:00","2018-04-17",1288,16,11,243,17,1575
"Merton","16:00:00","2018-04-17",1354,35,32,316,12,1749
"Redbridge","16:00:00","2018-04-17",1324,27,7,192,4,1554
"Waltham Forest","16:00:00","2018-04-17",459,27,12,106,10,614
"Brent","17:00:00","2018-04-17",552,23,11,93,9,688
"Ealing","17:00:00","2018-04-17",547,44,11,63,1,666
"Enfield","17:00:00","2018-04-17",839,33,29,159,12,1072
"Hillingdon","17:00:00","2018-04-17",1451,24,7,185,7,1674
"Merton","17:00:00","2018-04-17",1697,56,37,294,11,2095
"Redbridge","17:00:00","2018-04-17",1439,33,8,170,8,1658
"Waltham Forest","17:00:00","2018-04-17",499,25,12,78,11,625
"Brent","18:00:00","2018-04-17",526,27,17,71,4,645
"Ealing","18:00:00","2018-04-17",617,61,18,31,3,730
"Enfield","18:00:00","2018-04-17",800,38,31,97,4,970
"Hillingdon","18:00:00","2018-04-17",1303,21,13,139,1,1477
"Merton","18:00:00","2018-04-17",1312,57,35,167,5,1576
"Redbridge","18:00:00","2018-04-17",1463,44,11,116,5,1639
"Waltham Forest","18:00:00","2018-04-17",539,31,11,87,6,674
"Hackney","07:00:00","2018-04-18",573,94,68,240,55,1030
"Haringey","07:00:00","2018-04-18",134,7,0,40,0,181
"Havering","07:00:00","2018-04-18",826,6,10,130,17,989
"Hillingdon","07:00:00","2018-04-18",408,8,1,80,6,503
"Hounslow","07:00:00","2018-04-18",732,52,118,220,18,1140
"Kensington and Chelsea","07:00:00","2018-04-18",534,72,5,333,60,1004
"Richmond upon Thames","07:00:00","2018-04-18",423,10,47,86,6,572
"Hackney","08:00:00","2018-04-18",683,116,80,255,52,1186
"Haringey","08:00:00","2018-04-18",150,7,0,40,0,197
"Havering","08:00:00","2018-04-18",1004,5,16,104,37,1166
"Hillingdon","08:00:00","2018-04-18",625,5,0,73,7,710
"Hounslow","08:00:00","2018-04-18",1110,42,98,161,18,1429
"Kensington and Chelsea","08:00:00","2018-04-18",702,44,4,366,53,1169
"Richmond upon Thames","08:00:00","2018-04-18",622,11,44,75,10,762
"Hackney","09:00:00","2018-04-18",675,59,75,277,50,1136
"Haringey","09:00:00","2018-04-18",92,4,0,30,2,128
"Havering","09:00:00","2018-04-18",609,7,11,109,40,776
"Hillingdon","09:00:00","2018-04-18",256,2,0,43,4,305
"Hounslow","09:00:00","2018-04-18",868,39,101,203,30,1241
"Kensington and Chelsea","09:00:00","2018-04-18",667,40,7,380,57,1151
"Richmond upon Thames","09:00:00","2018-04-18",348,10,45,78,8,489
"Hackney","10:00:00","2018-04-18",583,57,56,261,33,990
"Haringey","10:00:00","2018-04-18",106,0,0,22,2,130
"Havering","10:00:00","2018-04-18",545,5,14,84,33,681
"Hillingdon","10:00:00","2018-04-18",218,4,0,40,12,274
"Hounslow","10:00:00","2018-04-18",800,32,101,229,32,1194
"Kensington and Chelsea","10:00:00","2018-04-18",569,41,7,369,60,1046
"Richmond upon Thames","10:00:00","2018-04-18",306,4,47,81,6,444
"Hackney","11:00:00","2018-04-18",658,76,67,316,45,1162
"Haringey","11:00:00","2018-04-18",94,0,0,25,3,122
"Havering","11:00:00","2018-04-18",564,7,13,97,31,712
"Hillingdon","11:00:00","2018-04-18",239,10,0,49,11,309
"Hounslow","11:00:00","2018-04-18",728,55,96,203,26,1108
"Kensington and Chelsea","11:00:00","2018-04-18",536,34,4,293,41,908
"Richmond upon Thames","11:00:00","2018-04-18",318,7,42,60,3,430
"Hackney","12:00:00","2018-04-18",585,60,68,262,39,1014
"Haringey","12:00:00","2018-04-18",97,1,0,31,1,130
"Havering","12:00:00","2018-04-18",500,11,8,91,17,627
"Hillingdon","12:00:00","2018-04-18",246,2,0,48,7,303
"Hounslow","12:00:00","2018-04-18",789,73,92,194,23,1171
"Kensington and Chelsea","12:00:00","2018-04-18",645,53,5,337,46,1086
"Richmond upon Thames","12:00:00","2018-04-18",363,7,42,63,5,480
"Hackney","13:00:00","2018-04-18",642,90,57,259,25,1073
"Haringey","13:00:00","2018-04-18",99,5,0,25,2,131
"Havering","13:00:00","2018-04-18",653,6,9,114,32,814
"Hillingdon","13:00:00","2018-04-18",224,6,0,48,5,283
"Hounslow","13:00:00","2018-04-18",884,65,96,161,18,1224
"Kensington and Chelsea","13:00:00","2018-04-18",670,32,2,259,41,1004
"Richmond upon Thames","13:00:00","2018-04-18",319,5,46,51,4,425
"Hackney","14:00:00","2018-04-18",673,66,73,271,44,1127
"Haringey","14:00:00","2018-04-18",106,3,0,24,2,135
"Havering","14:00:00","2018-04-18",783,12,13,120,13,941
"Hillingdon","14:00:00","2018-04-18",277,6,0,39,6,328
"Hounslow","14:00:00","2018-04-18",884,47,95,163,16,1205
"Kensington and Chelsea","14:00:00","2018-04-18",661,32,2,212,38,945
"Richmond upon Thames","14:00:00","2018-04-18",323,8,47,63,3,444
"Hackney","15:00:00","2018-04-18",750,63,64,264,27,1168
"Haringey","15:00:00","2018-04-18",115,2,0,33,1,151
"Havering","15:00:00","2018-04-18",685,11,11,119,17,843
"Hillingdon","15:00:00","2018-04-18",295,12,0,55,1,363
"Hounslow","15:00:00","2018-04-18",1046,47,104,152,11,1360
"Kensington and Chelsea","15:00:00","2018-04-18",557,39,7,199,35,837
"Richmond upon Thames","15:00:00","2018-04-18",455,9,43,65,3,575
"Hackney","16:00:00","2018-04-18",774,83,70,239,14,1180
"Haringey","16:00:00","2018-04-18",125,5,0,21,0,151
"Havering","16:00:00","2018-04-18",712,13,13,116,9,863
"Hillingdon","16:00:00","2018-04-18",370,8,3,66,1,448
"Hounslow","16:00:00","2018-04-18",1102,64,109,151,8,1434
"Kensington and Chelsea","16:00:00","2018-04-18",711,64,5,192,21,993
"Richmond upon Thames","16:00:00","2018-04-18",478,11,44,55,1,589
"Hackney","17:00:00","2018-04-18",917,135,63,188,19,1322
"Haringey","17:00:00","2018-04-18",149,8,0,25,1,183
"Havering","17:00:00","2018-04-18",769,16,9,119,1,914
"Hillingdon","17:00:00","2018-04-18",537,7,3,71,3,621
"Hounslow","17:00:00","2018-04-18",1192,82,88,126,10,1498
"Kensington and Chelsea","17:00:00","2018-04-18",818,71,5,124,8,1026
"Richmond upon Thames","17:00:00","2018-04-18",570,22,41,53,1,687
"Hackney","18:00:00","2018-04-18",909,108,53,119,9,1198
"Haringey","18:00:00","2018-04-18",151,7,0,19,0,177
"Havering","18:00:00","2018-04-18",737,17,12,75,4,845
"Hillingdon","18:00:00","2018-04-18",383,5,0,36,0,424
"Hounslow","18:00:00","2018-04-18",1328,121,96,113,5,1663
"Kensington and Chelsea","18:00:00","2018-04-18",839,79,8,72,5,1003
"Richmond upon Thames","18:00:00","2018-04-18",481,17,39,24,0,561
"Barnet","07:00:00","2018-04-19",902,10,21,195,11,1139
"Bromley","07:00:00","2018-04-19",546,28,34,168,8,784
"Enfield","07:00:00","2018-04-19",140,3,2,24,1,170
"Greenwich","07:00:00","2018-04-19",124,0,0,8,0,132
"Havering","07:00:00","2018-04-19",826,6,15,220,9,1076
"Kingston upon Thames","07:00:00","2018-04-19",594,11,19,81,4,709
"Waltham Forest","07:00:00","2018-04-19",12,0,0,1,0,13
"Westminster","07:00:00","2018-04-19",236,48,48,138,43,513
"Barnet","08:00:00","2018-04-19",894,5,9,69,6,983
"Bromley","08:00:00","2018-04-19",656,33,36,156,16,897
"Enfield","08:00:00","2018-04-19",280,1,2,33,1,317
"Greenwich","08:00:00","2018-04-19",159,1,0,7,0,167
"Havering","08:00:00","2018-04-19",955,2,11,206,14,1188
"Kingston upon Thames","08:00:00","2018-04-19",781,8,22,66,9,886
"Waltham Forest","08:00:00","2018-04-19",35,0,1,0,1,37
"Westminster","08:00:00","2018-04-19",207,69,51,129,28,484
"Barnet","09:00:00","2018-04-19",792,5,21,93,27,938
"Bromley","09:00:00","2018-04-19",699,19,40,156,16,930
"Enfield","09:00:00","2018-04-19",157,0,0,17,5,179
"Greenwich","09:00:00","2018-04-19",93,0,1,14,0,108
"Havering","09:00:00","2018-04-19",863,2,13,149,12,1039
"Kingston upon Thames","09:00:00","2018-04-19",554,6,15,65,6,646
"Waltham Forest","09:00:00","2018-04-19",18,0,0,2,0,20
"Westminster","09:00:00","2018-04-19",203,66,36,110,42,457
"Barnet","10:00:00","2018-04-19",580,4,16,108,10,718
"Bromley","10:00:00","2018-04-19",632,12,39,183,12,878
"Enfield","10:00:00","2018-04-19",101,2,0,15,1,119
"Greenwich","10:00:00","2018-04-19",34,0,0,5,0,39
"Havering","10:00:00","2018-04-19",950,3,12,186,12,1163
"Kingston upon Thames","10:00:00","2018-04-19",470,6,12,83,14,585
"Waltham Forest","10:00:00","2018-04-19",16,0,0,0,0,16
"Westminster","10:00:00","2018-04-19",205,41,57,129,20,452
"Barnet","11:00:00","2018-04-19",726,9,14,105,14,868
"Bromley","11:00:00","2018-04-19",590,18,42,162,15,827
"Enfield","11:00:00","2018-04-19",145,3,0,20,1,169
"Greenwich","11:00:00","2018-04-19",56,0,0,11,0,67
"Havering","11:00:00","2018-04-19",584,5,7,181,11,788
"Kingston upon Thames","11:00:00","2018-04-19",483,6,13,90,8,600
"Waltham Forest","11:00:00","2018-04-19",17,1,0,1,2,21
"Westminster","11:00:00","2018-04-19",193,42,49,123,26,433
"Barnet","12:00:00","2018-04-19",620,11,13,115,13,772
"Bromley","12:00:00","2018-04-19",605,14,36,148,12,815
"Enfield","12:00:00","2018-04-19",118,0,0,23,0,141
"Greenwich","12:00:00","2018-04-19",61,0,0,13,1,75
"Havering","12:00:00","2018-04-19",681,5,8,139,6,839
"Kingston upon Thames","12:00:00","2018-04-19",499,9,10,83,8,609
"Waltham Forest","12:00:00","2018-04-19",11,0,0,2,1,14
"Westminster","12:00:00","2018-04-19",227,53,45,124,21,470
"Barnet","13:00:00","2018-04-19",622,14,15,111,8,770
"Bromley","13:00:00","2018-04-19",568,15,37,158,14,792
"Enfield","13:00:00","2018-04-19",120,2,0,26,2,150
"Greenwich","13:00:00","2018-04-19",37,1,0,10,0,48
"Havering","13:00:00","2018-04-19",782,4,11,163,10,970
"Kingston upon Thames","13:00:00","2018-04-19",496,7,9,75,7,594
"Waltham Forest","13:00:00","2018-04-19",16,1,0,4,0,21
"Westminster","13:00:00","2018-04-19",233,42,49,98,13,435
"Barnet","14:00:00","2018-04-19",650,12,13,123,9,807
"Bromley","14:00:00","2018-04-19",615,17,39,165,10,846
"Enfield","14:00:00","2018-04-19",180,3,0,33,3,219
"Greenwich","14:00:00","2018-04-19",51,0,0,8,0,59
"Havering","14:00:00","2018-04-19",1009,4,12,209,16,1250
"Kingston upon Thames","14:00:00","2018-04-19",534,12,15,62,8,631
"Waltham Forest","14:00:00","2018-04-19",31,0,0,2,1,34
"Westminster","14:00:00","2018-04-19",302,45,58,115,18,538
"Barnet","15:00:00","2018-04-19",764,11,11,111,11,908
"Bromley","15:00:00","2018-04-19",766,33,36,182,4,1021
"Enfield","15:00:00","2018-04-19",283,0,3,35,2,323
"Greenwich","15:00:00","2018-04-19",76,1,0,10,0,87
"Havering","15:00:00","2018-04-19",852,0,9,283,10,1154
"Kingston upon Thames","15:00:00","2018-04-19",680,8,21,47,5,761
"Waltham Forest","15:00:00","2018-04-19",31,0,0,2,1,34
"Westminster","15:00:00","2018-04-19",333,49,40,92,17,531
"Barnet","16:00:00","2018-04-19",941,9,27,112,3,1092
"Bromley","16:00:00","2018-04-19",804,36,33,217,6,1096
"Enfield","16:00:00","2018-04-19",329,0,6,74,2,411
"Greenwich","16:00:00","2018-04-19",87,1,0,9,0,97
"Havering","16:00:00","2018-04-19",893,8,35,212,3,1151
"Kingston upon Thames","16:00:00","2018-04-19",684,10,15,91,7,807
"Waltham Forest","16:00:00","2018-04-19",37,0,1,2,0,40
"Westminster","16:00:00","2018-04-19",295,56,42,88,4,485
"Barnet","17:00:00","2018-04-19",1421,9,10,129,1,1570
"Bromley","17:00:00","2018-04-19",865,52,43,184,7,1151
"Enfield","17:00:00","2018-04-19",282,7,0,30,0,319
"Greenwich","17:00:00","2018-04-19",97,0,0,10,0,107
"Havering","17:00:00","2018-04-19",962,10,11,252,1,1236
"Kingston upon Thames","17:00:00","2018-04-19",750,7,13,60,1,831
"Waltham Forest","17:00:00","2018-04-19",30,0,0,3,0,33
"Westminster","17:00:00","2018-04-19",354,106,47,47,7,561
"Barnet","18:00:00","2018-04-19",1420,3,13,64,0,1500
"Bromley","18:00:00","2018-04-19",919,55,37,184,4,1199
"Enfield","18:00:00","2018-04-19",233,7,0,25,0,265
"Greenwich","18:00:00","2018-04-19",62,0,0,6,1,69
"Havering","18:00:00","2018-04-19",776,5,7,193,1,982
"Kingston upon Thames","18:00:00","2018-04-19",713,15,17,32,4,781
"Waltham Forest","18:00:00","2018-04-19",15,0,0,1,0,16
"Westminster","18:00:00","2018-04-19",347,111,40,34,4,536
"Barnet","07:00:00","2018-04-20",583,2,3,176,0,764
"Croydon","07:00:00","2018-04-20",512,14,20,94,13,653
"Greenwich","07:00:00","2018-04-20",1249,49,76,355,86,1815
"Hillingdon","07:00:00","2018-04-20",1781,26,88,296,45,2236
"Hounslow","07:00:00","2018-04-20",114,3,0,33,2,152
"Lewisham","07:00:00","2018-04-20",570,20,36,125,19,770
"Newham","07:00:00","2018-04-20",11,0,0,5,0,16
"Redbridge","07:00:00","2018-04-20",79,0,0,10,0,89
"Barnet","08:00:00","2018-04-20",626,1,0,96,0,723
"Croydon","08:00:00","2018-04-20",590,8,15,70,12,695
"Greenwich","08:00:00","2018-04-20",1473,45,61,460,79,2118
"Hillingdon","08:00:00","2018-04-20",2248,19,94,212,37,2610
"Hounslow","08:00:00","2018-04-20",159,6,0,39,1,205
"Lewisham","08:00:00","2018-04-20",714,8,45,117,17,901
"Newham","08:00:00","2018-04-20",17,1,0,3,0,21
"Redbridge","08:00:00","2018-04-20",166,1,0,15,0,182
"Barnet","09:00:00","2018-04-20",661,2,1,121,0,785
"Croydon","09:00:00","2018-04-20",523,6,22,68,9,628
"Greenwich","09:00:00","2018-04-20",1121,36,66,437,50,1710
"Hillingdon","09:00:00","2018-04-20",1972,16,94,243,43,2368
"Hounslow","09:00:00","2018-04-20",132,7,0,35,3,177
"Lewisham","09:00:00","2018-04-20",615,6,34,131,15,801
"Newham","09:00:00","2018-04-20",16,0,0,2,0,18
"Redbridge","09:00:00","2018-04-20",50,0,0,13,0,63
"Barnet","10:00:00","2018-04-20",428,6,1,67,0,502
"Croydon","10:00:00","2018-04-20",460,3,16,56,8,543
"Greenwich","10:00:00","2018-04-20",1190,25,68,481,61,1825
"Hillingdon","10:00:00","2018-04-20",1616,22,80,280,52,2050
"Hounslow","10:00:00","2018-04-20",111,2,0,35,5,153
"Lewisham","10:00:00","2018-04-20",584,10,34,114,10,752
"Newham","10:00:00","2018-04-20",16,0,0,4,1,21
"Redbridge","10:00:00","2018-04-20",31,0,0,10,2,43
"Barnet","11:00:00","2018-04-20",423,2,3,77,0,505
"Croydon","11:00:00","2018-04-20",406,2,16,75,15,514
"Greenwich","11:00:00","2018-04-20",1259,34,64,473,78,1908
"Hillingdon","11:00:00","2018-04-20",1665,21,73,284,64,2107
"Hounslow","11:00:00","2018-04-20",98,2,0,33,2,135
"Lewisham","11:00:00","2018-04-20",583,13,23,101,25,745
"Newham","11:00:00","2018-04-20",13,0,0,7,0,20
"Redbridge","11:00:00","2018-04-20",31,0,0,12,0,43
"Barnet","12:00:00","2018-04-20",510,7,1,124,0,642
"Croydon","12:00:00","2018-04-20",465,4,14,79,6,568
"Greenwich","12:00:00","2018-04-20",1044,21,58,418,63,1604
"Hillingdon","12:00:00","2018-04-20",1738,29,83,246,57,2153
"Hounslow","12:00:00","2018-04-20",113,8,0,39,5,165
"Lewisham","12:00:00","2018-04-20",532,17,34,129,18,730
"Newham","12:00:00","2018-04-20",18,0,0,3,0,21
"Redbridge","12:00:00","2018-04-20",50,0,0,12,0,62
"Barnet","13:00:00","2018-04-20",478,7,0,62,0,547
"Croydon","13:00:00","2018-04-20",418,6,16,65,4,509
"Greenwich","13:00:00","2018-04-20",1193,29,50,485,73,1830
"Hillingdon","13:00:00","2018-04-20",1780,24,81,212,57,2154
"Hounslow","13:00:00","2018-04-20",134,7,0,22,3,166
"Lewisham","13:00:00","2018-04-20",561,17,29,115,20,742
"Newham","13:00:00","2018-04-20",12,0,1,1,0,14
"Redbridge","13:00:00","2018-04-20",48,0,0,4,0,52
"Barnet","14:00:00","2018-04-20",504,2,2,88,0,596
"Croydon","14:00:00","2018-04-20",452,6,16,57,8,539
"Greenwich","14:00:00","2018-04-20",1454,32,53,461,43,2043
"Hillingdon","14:00:00","2018-04-20",1751,35,87,282,58,2213
"Hounslow","14:00:00","2018-04-20",134,2,0,22,5,163
"Lewisham","14:00:00","2018-04-20",665,14,32,131,21,863
"Newham","14:00:00","2018-04-20",19,1,1,2,0,23
"Redbridge","14:00:00","2018-04-20",69,0,0,8,0,77
"Barnet","15:00:00","2018-04-20",571,9,2,131,0,713
"Croydon","15:00:00","2018-04-20",670,7,18,69,4,768
"Greenwich","15:00:00","2018-04-20",1420,29,52,244,31,1776
"Hillingdon","15:00:00","2018-04-20",2320,27,94,268,44,2753
"Hounslow","15:00:00","2018-04-20",161,2,0,25,1,189
"Lewisham","15:00:00","2018-04-20",658,17,33,109,9,826
"Newham","15:00:00","2018-04-20",22,0,1,7,0,30
"Redbridge","15:00:00","2018-04-20",103,1,0,6,0,110
"Barnet","16:00:00","2018-04-20",657,13,7,101,0,778
"Croydon","16:00:00","2018-04-20",597,8,18,82,3,708
"Greenwich","16:00:00","2018-04-20",1169,32,47,284,19,1551
"Hillingdon","16:00:00","2018-04-20",2632,35,98,291,29,3085
"Hounslow","16:00:00","2018-04-20",162,1,0,28,1,192
"Lewisham","16:00:00","2018-04-20",640,25,30,116,7,818
"Newham","16:00:00","2018-04-20",26,0,0,3,0,29
"Redbridge","16:00:00","2018-04-20",61,1,0,3,0,65
"Barnet","17:00:00","2018-04-20",817,14,4,96,0,931
"Croydon","17:00:00","2018-04-20",596,18,14,69,3,700
"Greenwich","17:00:00","2018-04-20",1731,29,50,194,26,2030
"Hillingdon","17:00:00","2018-04-20",2654,41,78,216,21,3010
"Hounslow","17:00:00","2018-04-20",214,3,0,17,2,236
"Lewisham","17:00:00","2018-04-20",701,40,32,112,3,888
"Newham","17:00:00","2018-04-20",22,0,0,5,0,27
"Redbridge","17:00:00","2018-04-20",83,2,0,13,0,98
"Barnet","18:00:00","2018-04-20",873,14,1,126,0,1014
"Croydon","18:00:00","2018-04-20",581,20,17,37,0,655
"Greenwich","18:00:00","2018-04-20",1411,27,55,183,17,1693
"Hillingdon","18:00:00","2018-04-20",2007,42,72,170,11,2302
"Hounslow","18:00:00","2018-04-20",190,8,0,18,0,216
"Lewisham","18:00:00","2018-04-20",722,26,27,88,7,870
"Newham","18:00:00","2018-04-20",24,0,0,6,0,30
"Redbridge","18:00:00","2018-04-20",36,0,0,5,0,41
"Brent","07:00:00","2018-04-23",441,8,10,62,5,526
"Hounslow","07:00:00","2018-04-23",471,5,6,83,18,583
"Kingston upon Thames","07:00:00","2018-04-23",1430,37,28,242,24,1761
"Lambeth","07:00:00","2018-04-23",1087,152,56,527,103,1925
"Tower Hamlets","07:00:00","2018-04-23",578,196,48,236,45,1103
"Waltham Forest","07:00:00","2018-04-23",158,1,10,51,2,222
"Brent","08:00:00","2018-04-23",731,7,11,37,2,788
"Hounslow","08:00:00","2018-04-23",497,7,6,72,22,604
"Kingston upon Thames","08:00:00","2018-04-23",1682,43,16,207,27,1975
"Lambeth","08:00:00","2018-04-23",1518,150,58,480,116,2322
"Tower Hamlets","08:00:00","2018-04-23",886,193,52,237,44,1412
"Waltham Forest","08:00:00","2018-04-23",237,1,5,55,3,301
"Brent","09:00:00","2018-04-23",484,11,12,49,9,565
"Hounslow","09:00:00","2018-04-23",356,4,9,92,32,493
"Kingston upon Thames","09:00:00","2018-04-23",1388,25,18,265,47,1743
"Lambeth","09:00:00","2018-04-23",1048,87,69,544,118,1866
"Tower Hamlets","09:00:00","2018-04-23",698,96,52,307,51,1204
"Waltham Forest","09:00:00","2018-04-23",256,3,7,51,3,320
"Brent","10:00:00","2018-04-23",364,12,15,48,10,449
"Hounslow","10:00:00","2018-04-23",328,3,5,70,24,430
"Kingston upon Thames","10:00:00","2018-04-23",1052,13,14,220,52,1351
"Lambeth","10:00:00","2018-04-23",1264,51,63,500,135,2013
"Tower Hamlets","10:00:00","2018-04-23",666,38,56,320,62,1142
"Waltham Forest","10:00:00","2018-04-23",200,1,7,52,3,263
"Brent","11:00:00","2018-04-23",383,9,11,51,9,463
"Hounslow","11:00:00","2018-04-23",317,3,5,71,16,412
"Kingston upon Thames","11:00:00","2018-04-23",1056,17,11,257,63,1404
"Lambeth","11:00:00","2018-04-23",1253,54,49,543,131,2030
"Tower Hamlets","11:00:00","2018-04-23",670,37,43,291,60,1101
"Waltham Forest","11:00:00","2018-04-23",255,4,5,74,3,341
"Brent","12:00:00","2018-04-23",406,14,12,42,7,481
"Hounslow","12:00:00","2018-04-23",335,8,6,83,23,455
"Kingston upon Thames","12:00:00","2018-04-23",1027,18,15,207,55,1322
"Lambeth","12:00:00","2018-04-23",1098,73,59,521,92,1843
"Tower Hamlets","12:00:00","2018-04-23",749,61,49,289,54,1202
"Waltham Forest","12:00:00","2018-04-23",216,3,5,40,6,270
"Brent","13:00:00","2018-04-23",388,16,10,48,12,474
"Hounslow","13:00:00","2018-04-23",359,2,7,65,22,455
"Kingston upon Thames","13:00:00","2018-04-23",1054,18,17,222,63,1374
"Lambeth","13:00:00","2018-04-23",1230,60,60,500,115,1965
"Tower Hamlets","13:00:00","2018-04-23",733,44,49,265,44,1135
"Waltham Forest","13:00:00","2018-04-23",219,8,6,59,6,298
"Brent","14:00:00","2018-04-23",436,17,12,47,6,518
"Hounslow","14:00:00","2018-04-23",297,6,6,70,21,400
"Kingston upon Thames","14:00:00","2018-04-23",1221,19,15,186,37,1478
"Lambeth","14:00:00","2018-04-23",1199,84,66,402,117,1868
"Tower Hamlets","14:00:00","2018-04-23",807,54,50,197,43,1151
"Waltham Forest","14:00:00","2018-04-23",252,5,7,56,3,323
"Brent","15:00:00","2018-04-23",528,8,16,39,5,596
"Hounslow","15:00:00","2018-04-23",420,3,8,89,29,549
"Kingston upon Thames","15:00:00","2018-04-23",1477,26,17,178,38,1736
"Lambeth","15:00:00","2018-04-23",1101,147,58,558,59,1923
"Tower Hamlets","15:00:00","2018-04-23",869,82,49,252,38,1290
"Waltham Forest","15:00:00","2018-04-23",311,8,6,48,5,378
"Brent","16:00:00","2018-04-23",502,15,13,40,3,573
"Hounslow","16:00:00","2018-04-23",480,10,4,85,18,597
"Kingston upon Thames","16:00:00","2018-04-23",1571,24,29,218,26,1868
"Lambeth","16:00:00","2018-04-23",1389,168,92,465,32,2146
